zone,state,lga,sector,ea,hhid,shock_cd,shock_other,s12q0,s12q1,s12q2,s12q3,s12q4a,s12q4b,s12q5_1,s12q5_2,s12q5_3,s12q5_4,s12q5_os,s12q6
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,"15. Nonfarm Business closure, failure or bankruptcy",,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,16. Loss of land,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,17. Theft/looting of cash and other property,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,18. Hijacking/robbery/assault of a household member,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,19. Kidnapping/Abduction for ransom,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,20. Domestic violence,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,"21. Withdraw of assistance (government, NGO, or other organizations)",,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,23. Fall in the price of farming/business output,,1,1. YES,2,1. 2023,1. YES,2. NO,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,24. Increase in price of major food items usually consumed by the household,,1,1. YES,3,2. 2024,1. YES,1. YES,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,25. Increase in price of oil and fuel,,1,1. YES,3,2. 2024,1. YES,2. NO,22. DID NOTHING,,,,,1. DIDN'T HAVE THE RESOURCES TO DO ANYTHING
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,1,1. YES,3,1. 2023,1. YES,1. YES,22. DID NOTHING,,,,,4. DIDNâ€™T KNOW WHAT TO DO
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,27. Shortage/scarcity of petrol,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,28. Dwelling/farm buildings/business facilities damaged or demolished,,1,2. NO,,,,,,,,,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. URBAN,670,10010,96. Other (specify),,1,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,1. Floods,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,3. Droughts,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,4. Fire,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,16. Loss of land,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,20. Domestic violence,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,24. Increase in price of major food items usually consumed by the household,,2,1. YES,4,2. 2024,2. NO,2. NO,6. ENGAGED IN ADDITIONAL INCOME GENERATING ACTIVITIES,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,25. Increase in price of oil and fuel,,2,1. YES,5,2. 2024,2. NO,2. NO,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,1. YES,4,2. 2024,2. NO,2. NO,17. RELIED ON SAVINGS,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,27. Shortage/scarcity of petrol,,2,1. YES,4,2. 2024,2. NO,2. NO,26. REDUCED FREQUENCY OF OWN VEHICLE/GENERATOR USE,27. USED MORE PUBLICÂ TRANSPORTATION,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
4. South East,4. Anambra,406. AWKA SOUTH,1. URBAN,0,10031,96. Other (specify),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,1. Floods,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,3. Droughts,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,4. Fire,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,16. Loss of land,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,20. Domestic violence,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,24. Increase in price of major food items usually consumed by the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10032,96. Other (specify),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,1. Floods,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,3. Droughts,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,4. Fire,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,16. Loss of land,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,20. Domestic violence,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,24. Increase in price of major food items usually consumed by the household,,2,1. YES,5,1. 2023,1. YES,2. NO,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,25. Increase in price of oil and fuel,,2,1. YES,3,2. 2024,1. YES,2. NO,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,1. YES,4,2. 2024,1. YES,2. NO,15. REDUCED FOOD CONSUMPTION,16. REDUCED NON-FOOD CONSUMPTION INCLUDING HEALTH AND EDUCATION,25. REDUCED PURCHASE QUANTITY COMPARED TO THE PAST,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10033,96. Other (specify),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,1. Floods,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,3. Droughts,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,4. Fire,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,16. Loss of land,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,20. Domestic violence,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,24. Increase in price of major food items usually consumed by the household,,2,1. YES,2,2. 2024,2. NO,2. NO,8. RECEIVED ASSISTANCE FROM FRIENDS & FAMILY,15. REDUCED FOOD CONSUMPTION,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10034,96. Other (specify),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,1. Floods,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,2. Irregular rains (including unexpected variation in timing and rainfall amount),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,3. Droughts,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,4. Fire,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,5. Very high temperatures (&gt;40Â°C),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,6. Pests and Plant Diseases,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,7. Death of livestock due to illness,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,8. Post Harvest Loss,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,9. Death of a household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,10. Diseases or injury of household member (including all causes),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,11. Stopped receiving remittances sent to the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,12. Loss of a regular job of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,"13. Departure of a household member (Abandonment, separation, marriage)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,14. Loss of an important contract or default by a creditor,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,"15. Nonfarm Business closure, failure or bankruptcy",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,16. Loss of land,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,17. Theft/looting of cash and other property,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,18. Hijacking/robbery/assault of a household member,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,19. Kidnapping/Abduction for ransom,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,20. Domestic violence,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,"21. Withdraw of assistance (government, NGO, or other organizations)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,22. Increase in price of farming/business inputs (excluding petrol and other fuels),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,23. Fall in the price of farming/business output,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,24. Increase in price of major food items usually consumed by the household,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,25. Increase in price of oil and fuel,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,"26. Increase in prices of other fuels (excluding petrol) (e.g. cooking gas, kerosene, firewood, charcoal)",,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,27. Shortage/scarcity of petrol,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,28. Dwelling/farm buildings/business facilities damaged or demolished,,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10035,96. Other (specify),,2,2. NO,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1. URBAN,1146,10036,1. Floods,,2,2. NO,,,,,,,,,,
